Ticker,Current Price,Market Cap,P/E Ratio,Dividend Yield,Yahoo Rating,Market Index Rating
SM1.AX,0.6700000166893005,411811456,,,,
SNT.AX,0.024000000208616257,39177600,,,,
SYR.AX,0.2750000059604645,360673504,,,,
TAH.AX,1.034999966621399,2366268672,51.75,1.93,,
T88.AX,0.07000000029802322,5212018,,,,
TLG.AX,0.49000000953674316,223105328,,,,
TD1.AX,0.0010000000474974513,4672680,,,,
TR2.AX,0.6050000190734863,76375200,,,,
TLM.AX,0.14499999582767487,27306400,,,,
TAL.AX,0.07599999755620956,21792922,,,,
TWD.AX,2.75,106429128,18.333332,7.27,,
TBN.AX,0.17000000178813934,604205504,,,,
TMB.AX,0.04800000041723251,8004192,,,,
TAM.AX,0.05700000002980232,66980700,,,,
TAT.AX,0.03500000014901161,7709240,,,,
TAR.AX,0.010999999940395355,7851294,,,,
TFL.AX,0.006000000052154064,2622576,,,,
TAS.AX,0.017000000923871994,5307706,,,,
TEA.AX,4.349999904632568,1139104000,18.913042,2.76,,
TIP.AX,1.8200000524520874,50162296,22.750002,1.65,,
TG1.AX,0.029999999329447746,4759980,,,,
TNE.AX,38.41999816894531,12577516544,93.70731,0.62,,
TLX.AX,13.819999694824219,4625885696,345.5,,,
TLS.AX,4.809999942779541,55217356800,25.31579,3.95,,
TEM.AX,0.007000000216066837,7712600,,,,
TPW.AX,22.93000030517578,2757905664,254.77777,,,
TMS.AX,0.006000000052154064,6928260,,,,
TM1.AX,0.10999999940395355,6560620,,,,
T92.AX,0.07500000298023224,9780225,,,,
TER.AX,0.0689999982714653,55266652,,57.97,,
TGH.AX,0.01600000075995922,8080272,,,,
TMX.AX,0.0024999999441206455,5163620,,,,
TZN.AX,0.04800000041723251,101594880,,,,
TSO.AX,0.04500000178813934,92675256,,,,
TTX.AX,4.050000190734863,193776720,,,,
TG6.AX,0.20000000298023224,20981400,,,,
A2M.AX,9.140000343322754,6630393856,36.56,1.86,,
AU1.AX,0.02500000037252903,10989400,,,,
WAG.AX,0.4449999928474426,33092424,44.5,,,
CCO.AX,0.003000000026077032,9034050,,,,
HPC.AX,0.008999999612569809,3877208,,,,
TLC.AX,5.920000076293945,13176735744,37.0,2.87,,
SGR.AX,0.10000000149011612,301211008,,,,
TGM.AX,0.1850000023841858,173145936,,,,
THR.AX,0.009999999776482582,11132100,,,,
TOP.AX,0.6644999980926514,121583328,13.6,3.9,,
TEK.AX,0.13500000536441803,51007456,,,,
1TT.AX,0.003000000026077032,866265,,,,
THB.AX,0.017000000923871994,6625597,,,,
TIA.AX,0.20000000298023224,17321760,1.0,,,
TIG.AX,0.003000000026077032,39200100,Infinity,,,
TML.AX,0.032999999821186066,2929073,,,,
TNY.AX,0.11500000208616257,17009650,,,,
TRP.AX,0.30000001192092896,18139440,,,,
TTM.AX,0.46000000834465027,119924760,,,,
TSL.AX,0.007000000216066837,18757970,,,,
TTT.AX,0.23999999463558197,366182400,,,,
TVN.AX,0.10000000149011612,208032000,,,,
TOU.AX,0.01899999938905239,24673018,,,,
TMK.AX,0.0020000000949949026,20444800,,,,
TOK.AX,1.149999976158142,238442128,,,,
TI1.AX,0.3499999940395355,1208750,0.35000002,,,
TEE.AX,0.04800000041723251,13405488,,,,
TSI.AX,0.03999999910593033,13004280,,,,
TOE.AX,0.1899999976158142,22853580,,,,
TOR.AX,0.33000001311302185,180774352,,,,
TRE.AX,0.33500000834465027,117585664,,,,
TVL.AX,0.06199999898672104,44228940,2.3846152,,,
THL.AX,2.259999990463257,499681472,,2.61,,
TWR.AX,1.5099999904632568,517253504,6.8636365,8.53,,
TPC.AX,7.300000190734863,82803176,243.33334,5.48,,
TPG.AX,4.940000057220459,9185139712,,3.64,,
TRJ.AX,0.7950000166893005,121902120,,,,
TKL.AX,0.0020000000949949026,4844280,,,,
TCO.AX,2.049999952316284,27434740,9.318182,2.44,,
TCL.AX,14.199999809265137,44595097600,355.0,4.65,,
TWE.AX,7.559999942779541,6199298048,13.999999,5.29,,
TKM.AX,0.061000000685453415,43888708,,,,
TEG.AX,0.003000000026077032,6567690,Infinity,,,
TGF.AX,1.6299999952316284,129218736,27.166668,3.07,,
TBR.AX,5.360000133514404,281753760,22.333334,3.73,,
TMG.AX,0.08500000089406967,98855008,,,,
TX3.AX,0.1550000011920929,7235617,,,,
TON.AX,0.008999999612569809,14115510,,,,
TRI.AX,0.010999999940395355,6818086,,,,
TNC.AX,0.30000001192092896,43947000,,,,
TRM.AX,0.04699999839067459,9197382,,,,
TRU.AX,0.01600000075995922,11957200,,,,
TYP.AX,0.03099999949336052,46064756,,,,
TUA.AX,8.170000076293945,4474292736,817.0,,,
TGN.AX,0.0860000029206276,77267568,,,,
TCG.AX,0.5199999809265137,546452416,,,,
TRA.AX,5.849999904632568,549908800,15.0,5.66,,
TYX.AX,0.003000000026077032,10026450,,,,
TYR.AX,1.2450000047683716,658184192,41.5,,,
TZL.AX,0.0430000014603138,12055652,,,,
UWC.AX,0.07100000232458115,14578218,Infinity,,,
USL.AX,0.47999998927116394,244498560,,,,
UOS.AX,0.6299999952316284,1137427200,10.5,3.97,,
UNT.AX,0.00800000037997961,11924321,,,,
UBI.AX,0.014000000432133675,4172938,,,,
UNI.AX,8.460000038146973,666703808,28.199999,3.9,,
UBN.AX,0.7450000047683716,58587468,,,,
URF.AX,0.3050000071525574,213524096,,,,
UCM.AX,0.010999999940395355,2861617,,,,
UVA.AX,0.12999999523162842,24655540,,,,
VR8.AX,0.03400000184774399,23114526,,,,
VAR.AX,0.006000000052154064,5401716,,,,
VAU.AX,0.625,4251543552,20.833334,,,
VBX.AX,0.5,41552700,,,,
VMG.AX,0.0010000000474974513,6927660,,,,
VR1.AX,0.0560000017285347,108412080,,,,
VBS.AX,0.0729999989271164,3893330,,,,
VEE.AX,1.1699999570846558,166575232,58.5,0.85,,
VNT.AX,5.039999961853027,4222652928,17.37931,4.25,,
VMC.AX,0.11999999731779099,23535478,,,,
VBC.AX,0.0989999994635582,31489622,9.900001,2.02,,
VRS.AX,0.07500000298023224,38830800,Infinity,2.67,,
VRL.AX,0.023000000044703484,6997381,2.3,,,
VTX.AX,0.3199999928474426,79837752,,,,
VG1.AX,1.7400000095367432,708042560,,,,
VHM.AX,0.26499998569488525,70075536,,,,
VCX.AX,2.549999952316284,11635343360,11.590909,4.71,,
VIG.AX,0.041999999433755875,27393534,,,,
VKA.AX,0.007000000216066837,9407650,,,,
VEN.AX,0.004999999888241291,10434550,,,,
VNL.AX,0.09600000083446503,132471360,,,,
VGN.AX,3.259999990463257,2604058624,5.0153847,,,
VMM.AX,1.3700000047683716,142855376,,,,
VFX.AX,0.0024999999441206455,6735720,,,,
VGL.AX,2.7699999809265137,665096384,,,,
VLS.AX,2.450000047683716,134713008,14.411765,3.67,,
VML.AX,0.20000000298023224,29298800,,,,
VHL.AX,0.028999999165534973,49837660,,,,
VFY.AX,1.350000023841858,86197096,,,,
VIT.AX,0.06700000166893005,44371084,6.7000003,2.99,,
VEA.AX,2.009999990463257,3261807872,,2.82,,
VVA.AX,1.7949999570846558,181264480,35.899998,,,
VMT.AX,0.05999999865889549,23562358,,,,
VPR.AX,0.14000000059604645,15002680,14.0,,,
VRC.AX,0.004000000189989805,18739402,,,,
VSR.AX,0.024000000208616257,14188753,Infinity,,,
VN8.AX,0.03500000014901161,26341142,,,,
VRX.AX,0.11999999731779099,100888680,,,,
VUL.AX,3.880000114440918,956470464,,,,
VSL.AX,7.449999809265137,1039059008,67.72727,0.69,,
VYS.AX,0.6100000143051147,321741440,30.500002,,,
WAK.AX,0.041999999433755875,29323474,,,,
WA1.AX,19.0,1410713856,,,,
WGN.AX,2.619999885559082,493042048,21.833332,1.22,,
WAA.AX,0.925000011920929,71051840,9.25,6.49,,
WMA.AX,1.024999976158142,202452880,34.166668,5.85,,
WAM.AX,1.7799999713897705,2004724992,8.9,8.71,,
WGB.AX,2.509999990463257,904960448,8.655172,5.18,,
WLE.AX,1.3600000143051147,1867919104,27.2,6.91,,
WMI.AX,1.6449999809265137,459280736,10.28125,6.44,,
WAX.AX,1.2450000047683716,258840480,8.892858,8.03,,
WAR.AX,1.1449999809265137,206244272,19.083334,5.24,,
WTM.AX,0.7450000047683716,203611488,,,,
WA8.AX,0.18000000715255737,214446608,,,,
SOL.AX,44.29999923706055,16296198144,30.979021,2.33,,
WAT.AX,6.380000114440918,225049408,23.62963,2.51,,
W2V.AX,0.00800000037997961,13595760,,,,
WPR.AX,2.740000009536743,1806654592,10.538462,6.01,,
WQG.AX,1.8899999856948853,437625728,5.7272725,4.36,,
WEB.AX,4.190000057220459,1521242368,139.66667,,,
WJL.AX,0.9200000166893005,361127584,92.0,,,
WBT.AX,2.5299999713897705,540587648,,,,
WLD.AX,0.041999999433755875,22312500,Infinity,85.71,,
WNX.AX,0.23000000417232513,15587446,,,,
WES.AX,92.29000091552734,104750080000,35.77132,2.38,,
WAF.AX,3.0399999618530273,3468822272,10.4827585,,,
WCE.AX,0.22499999403953552,72821024,,,,
WC1.AX,0.017999999225139618,4588632,,,,
WWI.AX,0.05000000074505806,169341008,,,,
WSR.AX,0.007000000216066837,2791075,,,,
WGR.AX,0.10999999940395355,25300660,,,,
WMG.AX,0.23000000417232513,23325220,,,,
WYX.AX,0.04800000041723251,6685679,,,,
WGX.AX,3.740000009536743,3533032192,93.5,0.8,,
WBC.AX,37.650001525878906,129761861632,19.209185,4.04,,
WSI.AX,0.057999998331069946,7854708,,,,
WCN.AX,0.023000000044703484,60959660,,,,
WEC.AX,0.03500000014901161,10906700,,,,
WBE.AX,0.004000000189989805,2814052,0.20000002,,,
WHI.AX,1.4199999570846558,227627408,Infinity,4.93,,
WHF.AX,5.550000190734863,671011648,29.210527,3.78,,
WHC.AX,6.289999961853027,5269239808,7.8624997,1.91,,
WHK.AX,0.010499999858438969,9187460,,,,
WIA.AX,0.3149999976158142,464404512,,,,
WOA.AX,0.014000000432133675,9162230,,,,
WC8.AX,0.20999999344348907,280763680,,,,
WIN.AX,0.019999999552965164,13351480,,,,
WEL.AX,0.0020000000949949026,2726040,,,,
WNR.AX,0.00800000037997961,1228794,,,,
WR1.AX,0.18000000715255737,43914240,,,,
WTN.AX,1.9900000095367432,639480576,66.333336,,,
WTC.AX,94.36000061035156,31906326528,102.565216,0.25,,
WWG.AX,0.1850000023841858,31607804,6.166667,6.49,,
WZR.AX,0.03500000014901161,48822900,,,,
WDS.AX,24.68000030517578,47430766592,10.502129,6.75,,
WOW.AX,27.6200008392334,33886978048,35.41026,3.04,,
WOR.AX,14.279999732971191,7455645184,18.545454,3.5,,
WOT.AX,0.6100000143051147,99475144,,,,
WRK.AX,0.10499999672174454,208555200,,,,
WTL.AX,0.14499999582767487,49616968,14.5,8.28,,
X2M.AX,0.01600000075995922,15186032,,,,
XGL.AX,0.023000000044703484,10396437,,,,
XRO.AX,159.75,27085293568,119.216415,,,
XPN.AX,0.00800000037997961,4206408,,,,
XRG.AX,0.05000000074505806,37270400,,,,
XF1.AX,0.17499999701976776,38515748,,,,
XRF.AX,2.180000066757202,310281600,31.142859,2.06,,
XST.AX,0.020069999620318413,1297628,0.29999998,,,
XTC.AX,0.20000000298023224,17528280,,,,
YAL.AX,5.269999980926514,7090785280,7.2191777,11.04,,
YRL.AX,0.18000000715255737,55662304,,,,
YAR.AX,0.010999999940395355,7928833,,,,
YOJ.AX,0.46000000834465027,161771888,,,,
YOW.AX,0.014000000432133675,3211152,,,,
YUG.AX,0.045499999076128006,11269440,,,,
ZLD.AX,0.375,4461450,,,,
ZNC.AX,0.05999999865889549,31767300,,,,
ZEO.AX,0.09399999678134918,197896320,,,,
ZEU.AX,0.017000000923871994,15066166,,,,
ZGL.AX,0.15000000596046448,32184002,3.7500002,,,
ZMM.AX,0.017000000923871994,9800874,,,,
ZIM.AX,16.850000381469727,1813700352,29.051725,,,
ZMI.AX,0.00800000037997961,4656088,,,,
ZIP.AX,4.429999828338623,5860402176,73.833336,,,
ZNO.AX,0.032999999821186066,13404996,,,,
ZAG.AX,0.027000000700354576,20165760,,,,
